code_sage;nom;prix_unitaire;stock_disponible;
MPIHIV_1-2/VL/_//;m-PIMA HIV 1/2 VL;.000000;.000000;
MTBPLUS/////_50//;MTB Plus, kit de 50 tests;.000000;.000000;
MTBSAMPPRET/_50//;MTB Sample Pre-treatment, pack of 50 tests;.000000;.000000;
MTBCLO_KIT////_//;MTBC detec Kit loopam, 96 tests;.000000;.000000;
MTBRIFDX////_50//;MTB-RIF Dx, kit de 50 tests;.000000;.000000;
MUKEST_200/_CP_OR;Mukestat 200 CP, B/10;2866.950000;.000000;
VITAMM_////_SP_10;Multivitamine sirop 100ML;825.000000;230.000000;
VITAMM_////_SP_20;Multivitamine sirop flacon de 30 ml;495.000000;.000000;
VITAMM_////_CP_OR;Multivitamines, sous blister, Comprimés;6.600000;.000000;
TESTANTIHCV/_V4//;Murex Anti HCV V4, test;.000000;.000000;
TESTHBSAGV3/_////;Murex HBs Ag V3;.000000;.000000;
TESTHIV1.2.0_////;Murex HIV 1.2.0;.000000;.000000;
DISPRESP_N95/////;N95 Disposable respirator;.000000;.000000;
NALOXO_0.4/_SI_IV;Naloxone 0,4mg/ml injection;.000000;.000000;
NALOCH_400B_AM_IV;Naloxone Chlorhydrate 400µmg/ml 1ml, ampoule;604.700000;.000000;
NELFIN_250/_CP_OR;Nelfinavir 250 mg comprimé;.000000;.000000;
NELTIM_150/_SI_IV;Neltimicine 150mg injection;.000000;.000000;
NELTIM_25//_SI_IV;Neltimicine 25mg injection;.000000;.000000;
NELTIM_50//_SI_IV;Neltimicine 50 mg injection;.000000;.000000;
NEOBAC_0.5%_PM_CU;Néomycine + Bacitracine pommade 0.5% + 500 UI/g, 15g, tube;385.580000;.000000;
NEOBAC_5///_PM_TR;Néomycine Bacitracine 5mg + 250UI Pommade ;.000000;.000000;
NEVIRA_200/_CP_OR;Névirapine 200mg Comprimé;.000000;.000000;
NEVIRA_10//_SO_1I;Névirapine 50mg/5ml, 100ml suspension;.000000;.000000;
NICLOS_500/_CP_OR;Niclosamide  500 mg, sous blister, Comprimés;17.230000;.000000;
NICOTI_1LU/_SP_OR;Nicotinamide 100 000UI sirop;.000000;.000000;
NICOTI_50//_CP_OR;Nicotinamide 50mg comprimé;.000000;.000000;
NICOTI_50//_SI_IV;Nicotinamide 50mg injection;.000000;.000000;
NIFEDI_10//_CP_OR;Nifédipine 10 mg, sous blister, Comprimés;7.520000;.000000;
NIFEDI_20//_CP_OR;Nifédipine 20 mg, sous blister, Comprimés;19.800000;.000000;
NIFLUG_2.5%_PM_CU;Niflugel 2,5% GEL T/60G;1708.900000;.000000;
NIFURT_120/_CP_OR;Nifurtimox 120mg comprimé;.000000;.000000;
NIPRPO_36//_IP_CU;Niprile Polymère 36mg Implant ;.000000;.000000;
NIGLOV_6-7////_//;Nitril gloves size 6-7 none disposable;.000000;.000000;
NIGLOV_7-8////_//;Nitril gloves size 7-8 none disposable;.000000;.000000;
NIGLOV_8-9////_//;Nitril gloves size 8-9 none disposable;.000000;.000000;
NITRGLOV_NSSIZE-L;Nitrile glove non sterile powder free, size L;.000000;.000000;
NONOXY_100/_CP_OR;Nonoxynol-9  ( Spermicide ) 100 mg, Comprimés;3.630000;.000000;
MASKMS_NOREOXM_//;Non-Rebreathing Oxygen Mask Medium size;.000000;.000000;
NOREPI_////_AI_IV;Norépinéphrine (Noradrénaline);.000000;.000000;
NORENA_200/_SI_IV;NoresthisteroneEnantate 200mg/ml injection;.000000;.000000;
NORETH_5///_CP_OR;Norethisterone 5mg comprimé;.000000;.000000;
NORGES_0.07_CP_OR;Norgestrel 0,075mg comprimé;.000000;.000000;
NOETFE_75.1_SI_IV;Norgestrel+Ethinylestradiol+Fumarate ferreux 0,15+0,03+75mg injection;.000000;.000000;
NOETFE_75.3_CP_OR;Norgestrel+Ethinylestradiol+Fumarate ferreux 0,3+0,03+75 mg comprimé;.000000;.000000;
LEVONO_1.5/_CP_OR;Norlevo 1.5 mg (Levonorgestrel 1,5mg) comprimé;800.000000;.000000;
NOSCAP_15//_CP_OR;Noscapine 15 mg, Comprimés sous blister ;16.230000;.000000;
NOTICEQCOVID/_IFU;Notice Q-COVID-19 IFU-Multi langue;.000000;.000000;
NOVDUO_////_CP_OR;Novelle DUO Comprimés, B/2 cycles;60.000000;.000000;
NYSTAT_1LU/_SP_10;Nystatine 100 000 UI / 5ml, Suspension Buvable, 100 ml;858.000000;10.000000;
NYSTAT_1LU/_SP_30;Nystatine 100 000 UI / 5ml, Suspension Buvable, 30 ml;858.000000;1971.000000;
NYSTAT_1LU/_CP_VA;Nystatine 100 000UI Comprimé Vaginal;46.200000;.000000;
NYSTAT_5LU/_CP_OR;Nystatine 500 000UI Comprimé;61.380000;.000000;
OBJECT_40X////_//;Objectif 40X;.000000;.000000;
OCYTOC_10U/_AM_IM;Ocytocine 10 UI/ml , 1 ml, ampoule;112.790000;11210.000000;
OFLOXA_1.5/_GO_AU;Ofloxacine 1,5ml Gouttes;.000000;.000000;
OFLOXA_200/_CP_OR;Ofloxacine 200mg Comprimé;.000000;.000000;
OFLOXA_200/_SI_IV;Ofloxacine 200mg injection;.000000;.000000;
OMEPRA_20//_CP_OR;Oméprazole 20mg Gel /comprimé;29.040000;59800.000000;
OMEPRA_40//_SI_IV;Oméprazole 40mg/perfusion injection;706.000000;199.000000;
ONDANS_2///_SI_IV;Ondansétron 2mg/ml/2ml injection;.000000;.000000;
ONDANS_4///_CP_OR;Ondansétron 4mg comprimé;.000000;.000000;
ONDANS_0.8/_SP_OR;Ondansétron 4mg/5ml sirop;.000000;.000000;
ONDANS_8///_CP_OR;Ondansétron 8mg comprimé;.000000;.000000;
TESTHIVONEST_////;One step HIV;.000000;.000000;
ONSTMA_HRP/_//_//;One Step Malaria HRP-II And PLDH + Gant D'examen NS (7-8) P2;.000000;.000000;
OPTWEL_96/////_//;Optical 96-Well, Reaction plate;.000000;.000000;
OPCLAD_SHEETS/_//;Optical Clear adhesive seal sheets (PCR film seal adhesive);.000000;.000000;
ORAQUI_KIT////_//;Oraquick  HIV 1/2 TEST KIT DE 100;.000000;.000000;
ORAZIN_////_//_SA;Orasel - Zinc;627.000000;.000000;
OSELTA_30//_CA_OR;Oseltamivir 30mg Capsule;.000000;.000000;
OSELTA_75//_CA_OR;Oseltamivir 75mg Capsule;.000000;.000000;
OXALIP_5///_SI_IV;Oxaliplatine 5mg/ml injection;.000000;.000000;
OXYBUP_0.40_CO_OC;Oxybuprocaïne 0,40/10ml Collyre;.000000;.000000;
MASOXY_RESEBAG_//;Oxygen mask with reservoir bag;.000000;.000000;
OXYGEN_////_SH_OR;Oxygène Inhalation;.000000;.000000;
PANADO_500/_CP_OR;Panadol Extra 500MG CP, B/20;1071.800000;.000000;
PAPTOW_///////_//;Paper towel box;.000000;.000000;
PAPTOW_DISPWAL_//;Paper towel dispenser, wall mounted;.000000;.000000;
PATOWE_///////_//;Paper towels for single use;.000000;.000000;
PAPIER_CIRC110_//;Papier Circulaire filtre 110 nm;.000000;.000000;
PARDIC_550/_CP_OR;Paracétamol + Diclo 500/50 mg, Comp;38.280000;.000000;
PARACE_100/_CP_OR;Paracétamol 100mg Comprimé;.000000;.000000;
PARACE_100/_SU_RE;Paracétamol 100mg Suppositoire;.000000;.000000;
PARACE_10//_SF_IV;Paracétamol 10mg/ml Injection (perfusion);1320.000000;9827.000000;
PARACE_24//_SP_OR;Paracétamol 120mg/5ml sirop;759.000000;.000000;
PARACE_24//_SP_1I;Paracétamol 120mg/5ml, Suspension Buvable, 100 ml;759.000000;3645.000000;
PARACE_150/_SU_RE;Paracétamol 150mg Suppositoire;66.660000;.000000;
PARACE_200/_CP_OR;Paracétamol 200mg Comprimé;.000000;.000000;
PARACE_250/_CP_OR;Paracetamol 250 mg, sous blister, Comprimés;.000000;.000000;
PARACE_300/_SU_RE;Paracétamol 300mg Suppositoire;95.700000;.000000;
PARACE_500/_CP_OR;Paracetamol 500 mg, sous blister, Comprimés;9.900000;1323500.000000;
PARACE_600/_AM_IV;Paracetamol 600 mg / 4ml  (IM/IV) B/5;.000000;.000000;
PARACE_80//_SU_RE;Paracétamol 80mg Suppositoire;.000000;.000000;
PARACE_500/MG_IM/;Paracetamol Parex 300mg IM/IV;165.000000;7200.000000;
PARTFILTMASK_////;Particle filtering half mask (Medical);.000000;.000000;
PCRPLA_HOLES//_//;PCR Plate Holes;.000000;.000000;
PEMUEL_//////////;Pediatric Multifunction Electrode Pads;.000000;.000000;
PENIG/_5MU/_SI_IM;Pénicilline  G (Benzyl Pénicilline) 5MUI injection;.000000;.000000;
PENART_///////_//;Pénis Artificiel (Phallus);3500.000000;.000000;
PENTAM_300/_SI_IV;Pentamidine 300 mg/Flacon injection;.000000;.000000;
PENTAZ_30//_AM_IV;Pentazocine 30 mg/ml 1ml, ampoule;534.600000;.000000;
PEREPI_21G////_//;Perfuseur plus Epicranniene 21 G;.000000;.000000;
PERFUS_////_SF_IV;Perfuseur Set, Set;185.000000;3355.000000;
PEREPI_23G////_//;PERFUSEUR+EPICRANIEN N° 23 G ;.000000;.000000;
PEREPI_25G////_//;PERFUSEUR+EPICRANIEN N° 25 G ;.000000;.000000;
PERIDY_10//_CP_OR;Peridys 10MG Comp, B/12;1297.200000;.000000;
PERMAN_500/_PO_OR;Permanganate de Potassium  500mg sachet;.000000;.000000;
PERMAN_500/_CP_OR;Permanganate Potassique 500 mg, comprimé ;.000000;.000000;
PESBEB_RGZ-20/_//;PESE BEBE RGZ-20;77000.000000;.000000;
PESBEB_///////_//;Pèse Bébé Salter (Suspension );.000000;.000000;
PESPER_130KG//_//;PESE PERSONNE CAMRY 130KG;33000.000000;.000000;
PESPER_160////_//;Pèse Personne Simple 160kg;.000000;.000000;
PETHID_50//_SI_IV;Péthidine 50mg/ml injection;.000000;.000000;
PETHCH_50//_AM_IV;Péthidine Chlorydrate 50mg/ml, 100mg/2ml, ampoule;600.500000;.000000;
PHENOB_100/_CP_OR;Phénobarbital 100 mg, sous blister, Comprimés;72.600000;.000000;
PHENOB_50//_CP_OR;Phénobarbital 50mg comprimé;.000000;.000000;
PHENOB_100/_AM_IV;Phénobarbital Sodique 100 mg/ml, 200 mg / 2ml, ampoule;282.560000;.000000;
PHECRI_1000G//_//;Phenol en cristaux, fl/1kg;.000000;.000000;
PENIV/_250/_SB_OR;Phénoxyméthyl pénicilline 250mg/5ml Suspension orale;13.210000;.000000;
PENIV/_250/_CP_OR;Phenoxymethylpenicilline ( Peni V) 250 000UI (250mg) Comprimé;33.000000;.000000;
PENIV/_500/_CP_OR;Phenoxymethylpenicilline ( Peni V) 500 000UI (500mg) Comprimé;79.200000;10000.000000;
PHENYL_10%/_CO_OC;Phényléphrine10% Collyre injection;.000000;.000000;
PHENYT_100/_CP_OR;Phenytoïne 100mg Comprimé;.000000;.000000;
PHENSO_100/_CP_OR;Phénytoïne Sodique, 100mg, Comprimés;7.200000;.000000;
PHLORO_10//_SI_IV;Phloroglucinol 10mg/ml, 40 mg/4ml, ampoule;462.000000;9570.000000;
PHLORO_40//_SI_IV;Phloroglucinol 40mg/ml injection;.000000;.000000;
PHLORO_80//_CP_OR;Phloroglucinol 80 mg , sous Blister , Comp;79.200000;34780.000000;
PHYTOM_10//_SI_IV;Phytoménadione ((Vitamine K1) 10 mg/ml 1ml, ampoule;264.000000;24951.000000;
PHYTOM_10//_CP_OR;Phytoménadione (Vitamine K1) 10 mg comprimé;.000000;.000000;
PIMA//_FINGER/_//;Pima  Finger Stict Kit de 100;.000000;.000000;
PIMA//_BEADSTA_//;Pima Bead Standard, Pièce;.000000;.000000;
PIMABL_KIT////_//;Pima Blood Collection kit;.000000;.000000;
PIMA//_CARTOUC_//;Pima Cartouche pour CD4;.000000;.000000;
PIMA//_PRINTER_//;Pima Printer Paper Rouleau;.000000;.000000;
PINDIS_SG18///_//;Pince à Disséquer SG 18cm;.000000;.000000;
PINKOC_AG13///_//;Pince de Kocher AG 13cm;.000000;.000000;
PINBOI_///////_//;Pince en bois;.000000;.000000;
PIHECO_///////_//;Pince Hemostatique Courbe;.000000;.000000;
PINKOC_SG16///_//;Pince Kocher Droit SG 16 cm;.000000;.000000;
PIPOAI_16/////_//;Pince Porte Aiguille 16cm;.000000;.000000;
PIPEMO_///////_//;Pinces petit model;.000000;.000000;
PIPAJU_100-1J/_UL;Pipette ajustable 100-1000ul;.000000;.000000;
PIPAJU_20-200/_UL;Pipette ajustable 20-200ul;.000000;.000000;
PIPWES_///////_//;Pipette de Westergreen;.000000;.000000;
PIPEEL_10-300/_UL;Pipette Electronique (10-300ul);.000000;.000000;
PIPTIP_4.96///_//;Pipette filter tips 60, 4*96;.000000;.000000;
PIPGRA_10ML///_//;Pipette Graduée 10ml;.000000;.000000;
PIPGRA_1ML////_//;Pipette Graduée 1ml/2ml;.000000;.000000;
PIPGRA_5ML////_//;Pipette Graduée 5ml;.000000;.000000;
PIPMIC_500BL//_//;Pipette Micrométrique 500µl, 1000µl;.000000;.000000;
PIPPAS_1CC////_//;Pipette pasteur Plastique Volume 1cc;.000000;.000000;
PIPPAS_3CC////_//;Pipette pasteur Plastique Volume 3cc;.000000;.000000;
PIPPAS_4CC////_//;Pipette pasteur Plastique Volume 4cc;.000000;.000000;
PIPPOT_///////_//;Pipette potain pour Globule rouge;.000000;.000000;
PIPTIP_50.1000_//;Pipette Tip 50-1000 UL;.000000;.000000;
PIPTIP_100-1J/_UL;Pipette Tip With Filter 100-1000ul;.000000;.000000;
PIPTIP_1-200//_UL;Pipette Tip With Filter 1-200ul;.000000;.000000;
PIPTIP_1-30///_UL;Pipette Tip With Filter 1-30ul;.000000;.000000;
PIPTIP_2.20///_//;Pipette Tips 2-20 microlitres;.000000;.000000;
PIPTIP_2.200UI_//;Pipette Tips 2-200 UI;.000000;.000000;
PIPEFILT_60SET96/;Pipette-60 set + Filtered 4*96 tips;.000000;.000000;
PIPETT_///////_//;Pipettes B/1000;.000000;.000000;
PLACHA_///////_//;Plaque chauffante;.000000;.000000;
PLAMIC_///////_//;Plaque de Microtitration;.000000;.000000;
PLASMA_30//_SF_IV;Plasma Substitut (Gélatine Modifiée) au moins 30g/litre 500 ml, Perf.;2847.900000;.000000;
PLALOO_///////_//;PLASTIC LOOP;.000000;.000000;
PLAHAR_450MM//_//;PLATEAU HARICOT (REINIFORME) 450 MM;18000.000000;.000000;
PLAREC_23X21X3_//;Plateau Rectangulaire 23x21x3;.000000;.000000;
POCCD4//_PRIN1000;PoC CD4 (abs) printer paper l 1000 tests;.000000;.000000;
POCSAN_TRIL450_//;Poche à Sang triple 450 ml;.000000;.000000;
POCSAN_250////_//;Poche à Sang, Souple, CPDA, poche 250 ml;1019.000000;.000000;
POCSAN_450////_//;Poche à Sang, Souple, CPDA, poche 450 ml;1452.000000;115.000000;
POCURI_VVNS2L/_//;Poche à Urine, avec Valve de Vidange, Non Stérile, 2 litres;500.000000;814.000000;
POIELE_32X14//_//;Poissonnière Electrique 32x14x5.6;.000000;.000000;
POLIDO_2///_AI_IV;Polidocanol 2ml injection;.000000;.000000;
POLYGY_12//_CV_VA;Polygynax Caps Vag/12;3650.100000;.000000;
POLYGY_6///_CV_VA;Polygynax Caps Vag/6;2024.000000;.000000;
POLYIO_250/_SF_IV;Polyionique 250ml solution;.000000;.000000;
POLYVI_10%1_SC_1J;Polyvidone iodée 10% 100 ml, flacon doseur;1056.010000;.000000;
POLYVI_10%1_SC_CU;Polyvidone iodée 10% 125 ml, flacon doseur;1320.000000;18023.000000;
POLYVI_10%2_SC_CU;Polyvidone iodée 10% 200 ml, flacon doseur;1200.000000;.000000;
POLYVI_10%5_SC_CU;Polyvidone iodée 10% 500 ml, flacon doseur;1320.000000;.000000;
POLYVI_10%/_SC_TR;Polyvidone iodée 125 ml vaginal;1056.010000;.000000;
LAMMIC_100////_//;Porte Lame de microscope;.000000;.000000;
PORTOI_24TUBE/_//;Portoir 24 tubes;.000000;.000000;
PORTOI_56TUBE/_//;Portoir 56 tubes;.000000;.000000;
POSITCONTRP1_8///;Positive Control Kit panel 1, kit de 8 tests;.000000;.000000;
POSEMI_TYPEII/_//;Poste de sécurité microbiologique de type II;.000000;.000000;
POTCRA_///////_//;Pot à Crachat;110.000000;.000000;
POTSEL_///////_//;Pot à Selle;109.470000;.000000;
POTURI_40/////_//;Pot à Urine 40 ml;110.000000;.000000;
POTASS_KIT////_//;Potassium;.000000;.000000;
POTACH_10%/_AM_IV;Potassium Chlorure 10% 1 g (13 méq) / 10 ml, ampoule;191.400000;1200.000000;
POTPER_///////_//;Potence à Perfusion;.000000;.000000;
POTTUB_////_//_//;Potoire pour Tube à Essai;.000000;.000000;
POWESAFR_SOCK;Power safety socket;.000000;.000000;
PRAZIQ_600/_CP_OR;Praziquantel 600 mg comprimé;.000000;.000000;
PREDNI_10//_CP_OR;Prednisolone 10mg Comprimé;.000000;.000000;
PREDNI_15//_CP_OR;Prednisolone 15mg Comprimé;.000000;.000000;
PREDNI_20//_CP_OR;Prednisolone 20mg comprimé;.000000;.000000;
PREDNI_25//_CP_OR;Prednisolone 25 mg comprimé;.000000;.000000;
PREDNI_30//_CP_OR;Prednisolone 30mg Comprimé;.000000;.000000;
PREDNI_40//_CP_OR;Prednisolone 40mg Comprimé;.000000;.000000;
PREDNI_5///_CP_OR;Prednisolone 5 mg, Comprimés;19.800000;.000000;
PREDNI_5///_SI_IV;Prednisolone 5mg/ml injection;1130.000000;.000000;
PREDPH_1.78_GO_NA;Prednisolone phosphate 17,8mg/10ml Gouttes nasales;.000000;.000000;
PREDPH_20//_CP_OR;Prednisolone phosphate 20mg comprimé;.000000;.000000;
PREDPH_5///_CP_OR;Prednisolone phosphate 5mg comprimé;.000000;.000000;
PVRMED_A4/////_//;Procès Verbal de reception des médicaments A4;.000000;.000000;
PROFEN_100/_CP_OR;Profenid 100MG CP, B/2x15;2814.050000;.000000;
PROMET_2%//_CR_CU;Prométhazine 2% crème;.000000;.000000;
PROMET_25//_CP_OR;Prométhazine 25 mg comprimé;.000000;.000000;
PROMET_25//_SI_IV;Prométhazine 50mg/2ml injection;.000000;.000000;
PROMET_1///_SP_OR;Prométhazine 5mg/5ml sirop;.000000;.000000;
PROMCH_25//_AM_IV;Prométhazine Chlorhydrate 25 mg/ml 50 mg / 2 ml, ampoule;85.070000;.000000;
PROPIP_10/////_//;Propipette 10 ml;.000000;.000000;
PROPOF_10//_SI_IV;Propofol 10mg/1ml   injection;.000000;.000000;
PROPRA_40//_CP_OR;Propranolol 40 mg,  Comprimés;3.090000;.000000;
PROPRA_1///_AM_IV;Propranolol Chlorhydrate 1 mg/ml 1ml, ampoule;2254.600000;.000000;
THIOPR_60//_CP_OR;Propylthiouracile 60mg comprimé;.000000;.000000;
PROTAM_10//_SI_5/;Protamine sulfate 10mg/ml/5ml injection;.000000;.000000;
PROTSU_10//_SI_IV;Protamine Sulfate, 50mg/5ml, ampoule;1558.000000;.000000;
MASKPR_3M1862F_//;Protective mask 3M type 1862+/FFP2;.000000;.000000;
PROTEINKBUF/_B1ML;Proteinase K, buffer solution 1ml;.000000;.000000;
PROTEINKREC/_R100;Proteinase K, recombinant 100 mg PE;.000000;.000000;
PROTEK_100/_PO_//;Proteine K, 1*100mg;.000000;.000000;
PROTHI_125/_CP_OR;Prothionamide 125mg Comprimé;.000000;.000000;
PROTHI_250/_CP_OR;Prothionamide 250mg Comprimé;.000000;.000000;
PROTOB_750/_SB_OR;Protoberbérine (extrait d'EnantiaClorenta) 750mg Solution buvable;.000000;.000000;
PVCAPRONWM35_2825;PVC Apron, white means 35x28x25 ncm;.000000;.000000;
PYRANT_50//_SP_OR;Pyrantel 50mg/ml sirop;.000000;.000000;
PYRAZI_150/_CP_OR;Pyrazinamide 150mg Comprimé;.000000;.000000;
PYRAZI_400/_CP_OR;Pyrazinamide 400mg Comprimé;.000000;.000000;
PYRAZI_500/_CP_OR;Pyrazinamide 500 mg cp;.000000;.000000;
PYRIDO_50//_CP_OR;Pyridoxine (Vitamine B6) 50mg comprimé;.000000;.000000;
PYRIME_25//_CP_OR;Pyriméthamine 25 mg comprimé;66.000000;.000000;
PYRIME_50//_CP_OR;Pyrimethamine 50mg comp;.000000;.000000;
QUINID_200/_CP_OR;Quinidine 200mg comprimé;.000000;.000000;
QUININ_20//_SP_OR;Quinine 100mg/5ml Sirop;1089.000000;.000000;
QUININ_100/_SI_IV;Quinine 100mg/ml injection;.000000;.000000;
QUININ_200/_CP_OR;Quinine 200mg Comprimé;.000000;.000000;
QUININ_245/_SI_IV;Quinine 245mg/ml injection;.000000;.000000;
QUININ_300/_CP_OR;Quinine 300mg Comprimé;73.000000;29700.000000;
QUININ_300/_SI_IV;Quinine 300mg/ml injection;.000000;.000000;
QUINDI_300/_AM_IV;Quinine Dichlorhydrate 300 mg/ml 600 mg / 2 ml, ampoule;297.000000;1840.000000;
QUINRE_100/_AM_2/;Quinine Résorcine 100 mg/ml 200 mg/2ml, ampoule;96.620000;.000000;
QUINRE_100/_AM_4/;Quinine Résorcine 100 mg/ml, 400 mg/4 ml, ampoule;211.200000;.000000;
QUINSU_300/_CP_OR;Quinine Sulfate  300 mg, sous blister, Comprimés;66.000000;.000000;
RACJON_CH12NS/_//;Raccord de Jonction Redon, Non Stérile pour drain CH 12;167.120000;.000000;
RACJON_CH16NS/_//;Raccord de Jonction Redon, Non Stérile pour drain CH 16;216.760000;.000000;
RANFER_////_GE_OR;Ranferon Gélule, B/100;4549.400000;.000000;
RANITI_150/_CP_OR;Ranitidine 150mg, sous blister, comprimés;33.000000;.000000;
RANITI_25//_SI_IV;Ranitidine 25mg/2ml injection;231.000000;.000000;
RANITI_15//_SP_OR;Ranitidine 75mg/5ml sirop;.000000;.000000;
RAPICL_1G//_CP_OR;Rapiclav 1G CP, B/14;4194.050000;.000000;
RAPISARSCOV2_TE//;Rapid SARS COV-2 Antigen Test Card;.000000;.000000;
TESTHIV1+2//_50TE;Rapid Test for Antibody to HIV (SHANGAI);.000000;.000000;
RAMETR_RMT////_//;Rapport Mensuel de Trésorerie;4300.000000;.000000;
RATRET_///////_//;Rapport trimestriel sur les résultats du traitement;.000000;.000000;
RAVPOWER_20000MAH;Rav Power 20000 mAh;.000000;.000000;
GROSAN_KIT/_//_//;Réactifs de groupage Sanguin;.000000;.000000;
REAGENT_B1000ML//;Reagent Bottle 1000 ml;.000000;.000000;
REABOT_1000ML/_//;Reagent bottle 1000ml;.000000;.000000;
REABOT_100ML//_//;Reagent bottle 100ml;.000000;.000000;
REAGENT/_B30ML///;Reagent Bottle 30 mL;.000000;.000000;
REALTIMEQUAN_PCR/;Real Time quantitative micro PCR Analyzer;.000000;.000000;
REDUCPAR_4PL50ML/;Reducing part , 4-place, size 13 for 50ml falcon tubes (ROTINA 380/38;.000000;.000000;
REDUCPAR_9PL15ML/;Reducing part , 9-place, size 13 for 15ml falcon tubes (ROTINA 380/38;.000000;.000000;
RECOJO_A3/////_//;Registre de Consommation Jornalière (A3);7995.000000;413.000000;
RECOCU_///////_//;Régistre de Consultation Curative;.000000;.000000;
REGLAB_///////_//;Registre de laboratoire;.000000;.000000;
REGTUB_///////_//;Registre de traitement de la tuberculose;.000000;.000000;
REGVEN_///////_//;Registre de Vente;.000000;.000000;
REVEME_///////_//;Registre de vente par médicaments;.000000;.000000;
RESUTABL_NEONATE/;Resuscitation table Neonate;.000000;.000000;
RESUTABL_NEONATEA;Resuscitation table Neonate Accessoire;.000000;.000000;
RETINO_1LU/_CA_OR;Rétinol (vit. A Palmitate) 100 000UI capsule;.000000;.000000;
RETINO_2LU/_CA_OR;Rétinol (vit. A Palmitate) 200 000 UI capsule;.000000;.000000;
REUSNITRGLOV_T7P/;Reusable Nitrile Gloves T7, Paire;.000000;.000000;
REUSNITRGLOV_T8P/;Reusable Nitrile Gloves T8, Paire;.000000;.000000;
REUSNITRGLOV_T9P/;Reusable Nitrile Gloves T9, Paire;.000000;.000000;
REVRAD_AUTO///_//;Révélateur Film Radio, pour machine automatique, flacon de 5l;36300.000000;.000000;
RHOCLO_300/_AM_IM;Rhoclone 300MG PDR+5.2ML, AMP/2;21629.200000;.000000;
RIBAVI_200/_CP_OR;Ribavirine 200mg Comprimé;.000000;.000000;
RIBAVI_400/_SI_IV;Ribavirine 400mg Comprimé;.000000;.000000;
RIBAVI_600/_SI_IV;Ribavirine 600mg Comprimé;.000000;.000000;
RIFISO_225/_CP_OR;Rifampicine ® + Isoniazide  150mg+75mg Comprimé;.000000;.000000;
RIFISO_450/_CP_OR;Rifampicine ® + Isoniazide  300mg+150mg Comprimé;.000000;.000000;
RIFISO_90//_CP_OR;Rifampicine ® + Isoniazide  60mg+30mg Comprimé;.000000;.000000;
RIFISO_125//_CP_OR;Rifampicine ® + Isoniazide  75mg+50mg Comprimé;.000000;.000000;
RIFAMP_150/_CP_OR;Rifampicine 150mg Comprimé;.000000;.000000;
RIFAMP_300/_CP_OR;Rifampicine 300mg Comprimé;.000000;.000000;
RIISET_500/_CP_OR;Rifampicine+Isoniazide+Ethambutol 150mg+75mg+275mg Cp;.000000;.000000;
RIEPYR_900/_CP_OR;Rifampicine+Isoniazide+Ethambutol+Pyrazinamide150+75+275+400mg;.000000;.000000;
RIISPY_240/_CP_OR;Rifampicine+Isoniazide+Pyrazinamide 60mg+30mg+150mg Comprimé;.000000;.000000;
RIISPY_275/_CP_OR;Rifampicine+Isoniazide+Pyrazinamide 75mg+50mg+150mg Comprimé;.000000;.000000;
RIFAMY_2.6%_GO_AU;Rifamycine 2,6% Gouttes auriculaires;.000000;.000000;
RIFISO_600/_CP_OR;Rifapentine ® + Isoniazide  300mg+300mg Comprimé;.000000;.000000;
RINGER_1000_SF_IV;Ringer  lactate (278mOsm/l)/1000ml Solution;.000000;.000000;
RINGER_250/_SF_IV;Ringer  lactate (278mOsm/l)/250ml Solution;.000000;.000000;
RINGER_500/_SF_IV;Ringer  lactate (278mOsm/l)/500ml Solution;.000000;.000000;
RINGER_500-_SF_IV;Ringer Lactate 500 ml,Perf. ;759.000000;11965.000000;
RITONA_100/_CP_OR;Ritonavir 100mg Comprimé;.000000;.000000;
RITONA_80//_SP_OR;Ritonavir 80mg/ml sirop;.000000;.000000;
FIVACR_///////_//;Road to health ou fiche de suivi de vaccination et de croissance;.000000;.000000;
ROTAVI_////_SI_IM;Rotavirus injection;.000000;.000000;
RUBHOT_////_GE_OR;Rubix Hot Gel T/30G;1114.350000;.000000;
SROZIN_245/_PO_OR;S.R.O / O.R.S + ZINC,qsp 1l,Kit de 2 Sachets.;371.370000;.000000;
SACAUT_12X24PL_//;Sac Autoclave 12*24 Plast;.000000;.000000;
SACAUT_60X78PL_//;Sac Autoclave 60*78 Plast;.000000;.000000;
SACAUT_8X12PL/_//;Sac Autoclave 8*12 Plast;.000000;.000000;
SACISO_///////_//;Sac Isothermique;.000000;.000000;
SACEMB_20X30//_//;Sachet d'emballage 20 x 30 cm 61 Microns;.000000;.000000;
SACEMB_30X45//_//;Sachet d'emballage 30 x 45 cm 61 Microns;.000000;.000000;
SACMIN_///////_//;Sachet minigrip, B/1000;3887.000000;.000000;
SAPLEM_20X30//_//;Sachet plastique d'emballage avec logos (20 x 30 x 70);.000000;.000000;
SAPLEM_40X60//_//;Sachet plastique d'emballage avec logos (40 x 60 x 70);.000000;.000000;
SACPLA_8X10///_//;Sachet Plastique, Minigrip 8 cm * 10 cm, sachet;3.880000;.000000;
SACPOU_///////_//;Sachets poubelles;.000000;.000000;
SAFETY_BOX5L//_//;Safety Box 5 L (Boite de Sécurité), Unité;.000000;.000000;
SAFETGOGGPCV/_////;Safety Goggles PCV;.000000;.000000;
SALBUT_100B_CL_OR;Salbutamol 100microgrammes/dose Aérosol;.000000;.000000;
