code_sage;nom;unite;prix_unitaire;stock_disponible
METRON_25//_SP_1I;Métronidazole 125 mg / 5 ml, 100 ml susp;Boite;759.000000;2042.000000
METRON_25//_SP_OR;Metronidazole 125mg/5ml sirop;Boite;.000000;.000000
METRON_250/_CP_OR;Métronidazole 250 mg, sous blister, Comprimés;Boite;15.680000;78700.000000
METRON_500/_CP_OR;Métronidazole 500 mg comprimé;Boite;15.840000;60400.000000
METRON_500/_CP_VA;Metronidazole 500mg Ovule;Boite;.000000;.000000
METRON_5///_AM_IV;Métronidazole 5mg/ml 500mg/100ml, (Perfusion) 100ml;Boite;646.800000;12020.000000
METRBE_25//_SP_OR;Métronidazole Benzoate 125 mg / 5 ml, Sirop, Flacon de 100 ml;Boite;285.970000;.000000
METUBI_500/_AM_IV;Métronidazole UBI 500S.INJ 100ML;Boite;1121.250000;.000000
MICONA_2%//_GL_TR;Miconazole 2% Gel;Boite;.000000;.000000
MICONA_2%//_PM_TR;Miconazole 2% Pommade ;Boite;.000000;.000000
MICONA_2%//_CR_30;Miconazole Nitrate crème 2% 30 g, tube;Boite;404.980000;.000000
MICOZA_2%//_PM_TR;Micozal crême 2% T/15G;Boite;1388.050000;.000000
MICROPCRPRIN_////;Micro PCR Printer;Ampoule;.000000;.000000
MICROC_SCRE1.5_//;Microcentrifuge 1,5ml screw cap;Kit;.000000;.000000
MICROC_SCRE2ML_//;Microcentrifuge 2ml screw cap;Kit;.000000;.000000
MICROG_////_CP_OR;Microgynon(EDFE) Boite de 3 cycles,comprimés;Boite;59.000000;.000000
MICROL_////_CP_OR;Microlut, Boite/3cycle;Boite;177.000000;.000000
MICPIP_100-10J_//;Micro-pipette 100-1000;Boite;.000000;.000000
MICPIP_10-100/_//;Micro-pipette 10-100;Boite;.000000;.000000
MICPIP_5-50///_//;Micro-pipette 5-50;Boite;.000000;.000000
MICPCR_///////_//;Microplaque PCR demi-jupe;Boite;.000000;.000000
MICROC_///////_//;Microscope Carl Zeiss Primo Star;Boite;.000000;.000000
MICELE_XSZ107B_//;MICROSCOPE ELECTRIQUE + SALAIRE (MIXTE) XSZ-107BN;Boite;550000.000000;.000000
MICRLENSCLEA_P///;Microscope lens cleaning paper;Boite;.000000;.000000
MICROL_///////_//;MICROSCOPE OLYMPUS;Boite;.000000;.000000
MICRPRIM_ILEDIDC/;Microscope Primo star with iLED IDC LED;Boite;.000000;.000000
MICSLI_100////_//;Microscope Slide box polysterene for 100 slid;Boite;.000000;.000000
MICBAD_///////_//;Microseal B Adhesive Seal;Boite;.000000;.000000
MICTUB_CA1.5ML_//;Microtube 1,5ml avec capsule;Boite;.000000;.000000
MICTUB_2ML////_//;Microtube plastic stérile 2ml screw caps;Boite;.000000;.000000
MICTUB_PALS2ML_//;Microtube Plastique Sterile 2ml screw;Boite;.000000;.000000
MICTUB_2MLMCT/_//;Microtube plastique, MCT, à centrifuger, 2ml, graduated natural;Tube;.000000;.000000
MIDAZO_5///_SI_IV;Midazolam 5 mg/ml injection;Boite;.000000;.000000
MINRES_///////_//;Minuterie Respiratoire;Boite;.000000;.000000
MISFEM_200/_CP_OR;MISOFEM 200MG, B/4;Boite;741.750000;.000000
MISOPR_////_//_VA;Misoprostol;Comprimé;150.000000;.000000
MITEFO_////_CP_OR;Mitefocine comprimé;Boite;.000000;.000000
TESTELISAHCV_AB//;Monolisa ANTI-HCV PLUS V3;Boite;.000000;.000000
TESTELISAHBS_AG//;Monolisa HBSs Ag Ultra;Boite;.000000;.000000
MORPHI_10//_CP_OR;Morphine 10mg comprimé;Boite;.000000;.000000
MORPHI_2///_SP_OR;Morphine 10mg/5ml Solution orale;Boite;.000000;.000000
MORPHI_10//_SI_IV;Morphine 10mg/ml injection;Boite;.000000;.000000
MORPCH_10//_AM_IV;Morphine Chlorydrate 10mg/ml (1%) 1 ml, ampoule;Boite;819.700000;.000000
MPIHIV_1-2/DC/_//;m-PIMA HIV 1/2 Detect Cartridge;Boite;.000000;.000000
MPIHIV_1-2/VL/_//;m-PIMA HIV 1/2 VL;Boite;.000000;.000000
MTBPLUS/////_50//;MTB Plus, kit de 50 tests;Boite;.000000;.000000
MTBSAMPPRET/_50//;MTB Sample Pre-treatment, pack of 50 tests;Boite;.000000;.000000
MTBCLO_KIT////_//;MTBC detec Kit loopam, 96 tests;Boite;.000000;.000000
MTBRIFDX////_50//;MTB-RIF Dx, kit de 50 tests;Boite;.000000;.000000
MUKEST_200/_CP_OR;Mukestat 200 CP, B/10;Boite;2866.950000;.000000
VITAMM_////_SP_10;Multivitamine sirop 100ML;Boite;825.000000;230.000000
VITAMM_////_SP_20;Multivitamine sirop flacon de 30 ml;Boite;495.000000;.000000
VITAMM_////_CP_OR;Multivitamines, sous blister, Comprimés;Boite;6.600000;.000000
TESTANTIHCV/_V4//;Murex Anti HCV V4, test;Boite;.000000;.000000
TESTHBSAGV3/_////;Murex HBs Ag V3;Boite;.000000;.000000
TESTHIV1.2.0_////;Murex HIV 1.2.0;Boite;.000000;.000000
DISPRESP_N95/////;N95 Disposable respirator;Boite;.000000;.000000
NALOXO_0.4/_SI_IV;Naloxone 0,4mg/ml injection;Boite;.000000;.000000
NALOCH_400B_AM_IV;Naloxone Chlorhydrate 400µmg/ml 1ml, ampoule;Boite;604.700000;.000000
NELFIN_250/_CP_OR;Nelfinavir 250 mg comprimé;Boite;.000000;.000000
NELTIM_150/_SI_IV;Neltimicine 150mg injection;Boite;.000000;.000000
NELTIM_25//_SI_IV;Neltimicine 25mg injection;Boite;.000000;.000000
NELTIM_50//_SI_IV;Neltimicine 50 mg injection;Boite;.000000;.000000
NEOBAC_0.5%_PM_CU;Néomycine + Bacitracine pommade 0.5% + 500 UI/g, 15g, tube;Boite;385.580000;.000000
NEOBAC_5///_PM_TR;Néomycine Bacitracine 5mg + 250UI Pommade ;Boite;.000000;.000000
NEVIRA_200/_CP_OR;Névirapine 200mg Comprimé;Boite;.000000;.000000
NEVIRA_10//_SO_1I;Névirapine 50mg/5ml, 100ml suspension;Boite;.000000;.000000
NICLOS_500/_CP_OR;Niclosamide  500 mg, sous blister, Comprimés;Boite;17.230000;.000000
NICOTI_1LU/_SP_OR;Nicotinamide 100 000UI sirop;Boite;.000000;.000000
NICOTI_50//_CP_OR;Nicotinamide 50mg comprimé;Boite;.000000;.000000
NICOTI_50//_SI_IV;Nicotinamide 50mg injection;Boite;.000000;.000000
NIFEDI_10//_CP_OR;Nifédipine 10 mg, sous blister, Comprimés;Boite;7.520000;.000000
NIFEDI_20//_CP_OR;Nifédipine 20 mg, sous blister, Comprimés;Boite;19.800000;.000000
NIFLUG_2.5%_PM_CU;Niflugel 2,5% GEL T/60G;Boite;1708.900000;.000000
NIFURT_120/_CP_OR;Nifurtimox 120mg comprimé;Boite;.000000;.000000
NIPRPO_36//_IP_CU;Niprile Polymère 36mg Implant ;Boite;.000000;.000000
NIGLOV_6-7////_//;Nitril gloves size 6-7 none disposable;Boite;.000000;.000000
NIGLOV_7-8////_//;Nitril gloves size 7-8 none disposable;Boite;.000000;.000000
NIGLOV_8-9////_//;Nitril gloves size 8-9 none disposable;Boite;.000000;.000000
NITRGLOV_NSSIZE-L;Nitrile glove non sterile powder free, size L;Boite;.000000;.000000
NONOXY_100/_CP_OR;Nonoxynol-9  ( Spermicide ) 100 mg, Comprimés;Boite;3.630000;.000000
MASKMS_NOREOXM_//;Non-Rebreathing Oxygen Mask Medium size;Boite;.000000;.000000
NOREPI_////_AI_IV;Norépinéphrine (Noradrénaline);Boite;.000000;.000000
NORENA_200/_SI_IV;NoresthisteroneEnantate 200mg/ml injection;Boite;.000000;.000000
NORETH_5///_CP_OR;Norethisterone 5mg comprimé;Boite;.000000;.000000
NORGES_0.07_CP_OR;Norgestrel 0,075mg comprimé;Boite;.000000;.000000
NOETFE_75.1_SI_IV;Norgestrel+Ethinylestradiol+Fumarate ferreux 0,15+0,03+75mg injection;Boite;.000000;.000000
NOETFE_75.3_CP_OR;Norgestrel+Ethinylestradiol+Fumarate ferreux 0,3+0,03+75 mg comprimé;Boite;.000000;.000000
LEVONO_1.5/_CP_OR;Norlevo 1.5 mg (Levonorgestrel 1,5mg) comprimé;Boite;800.000000;.000000
NOSCAP_15//_CP_OR;Noscapine 15 mg, Comprimés sous blister ;Boite;16.230000;.000000
NOTICEQCOVID/_IFU;Notice Q-COVID-19 IFU-Multi langue;Boite;.000000;.000000
NOVDUO_////_CP_OR;Novelle DUO Comprimés, B/2 cycles;Boite;60.000000;.000000
NYSTAT_1LU/_SP_10;Nystatine 100 000 UI / 5ml, Suspension Buvable, 100 ml;Boite;858.000000;10.000000
NYSTAT_1LU/_SP_30;Nystatine 100 000 UI / 5ml, Suspension Buvable, 30 ml;Boite;858.000000;1976.000000
NYSTAT_1LU/_CP_VA;Nystatine 100 000UI Comprimé Vaginal;Boite;46.200000;.000000
NYSTAT_5LU/_CP_OR;Nystatine 500 000UI Comprimé;Boite;61.380000;.000000
OBJECT_40X////_//;Objectif 40X;Boite;.000000;.000000
OCYTOC_10U/_AM_IM;Ocytocine 10 UI/ml , 1 ml, ampoule;Boite;112.790000;11250.000000
OFLOXA_1.5/_GO_AU;Ofloxacine 1,5ml Gouttes;Boite;.000000;.000000
OFLOXA_200/_CP_OR;Ofloxacine 200mg Comprimé;Boite;.000000;.000000
OFLOXA_200/_SI_IV;Ofloxacine 200mg injection;Boite;.000000;.000000
OMEPRA_20//_CP_OR;Oméprazole 20mg Gel /comprimé;Boite;29.040000;60000.000000
OMEPRA_40//_SI_IV;Oméprazole 40mg/perfusion injection;Boite;706.000000;199.000000
ONDANS_2///_SI_IV;Ondansétron 2mg/ml/2ml injection;Boite;.000000;.000000
ONDANS_4///_CP_OR;Ondansétron 4mg comprimé;Boite;.000000;.000000
ONDANS_0.8/_SP_OR;Ondansétron 4mg/5ml sirop;Boite;.000000;.000000
ONDANS_8///_CP_OR;Ondansétron 8mg comprimé;Boite;.000000;.000000
TESTHIVONEST_////;One step HIV;Kit;.000000;.000000
ONSTMA_HRP/_//_//;One Step Malaria HRP-II And PLDH + Gant D'examen NS (7-8) P2;Boite;.000000;.000000
OPTWEL_96/////_//;Optical 96-Well, Reaction plate;Boite;.000000;.000000
OPCLAD_SHEETS/_//;Optical Clear adhesive seal sheets (PCR film seal adhesive);Boite;.000000;.000000
ORAQUI_KIT////_//;Oraquick  HIV 1/2 TEST KIT DE 100;Boite;.000000;.000000
ORAZIN_////_//_SA;Orasel - Zinc;Boite;627.000000;.000000
OSELTA_30//_CA_OR;Oseltamivir 30mg Capsule;Boite;.000000;.000000
OSELTA_75//_CA_OR;Oseltamivir 75mg Capsule;Boite;.000000;.000000
OXALIP_5///_SI_IV;Oxaliplatine 5mg/ml injection;Boite;.000000;.000000
OXYBUP_0.40_CO_OC;Oxybuprocaïne 0,40/10ml Collyre;Boite;.000000;.000000
MASOXY_RESEBAG_//;Oxygen mask with reservoir bag;Boite;.000000;.000000
OXYGEN_////_SH_OR;Oxygène Inhalation;Boite;.000000;.000000
PANADO_500/_CP_OR;Panadol Extra 500MG CP, B/20;Boite;1071.800000;.000000
PAPTOW_///////_//;Paper towel box;Boite;.000000;.000000
PAPTOW_DISPWAL_//;Paper towel dispenser, wall mounted;Boite;.000000;.000000
PATOWE_///////_//;Paper towels for single use;Boite;.000000;.000000
PAPIER_CIRC110_//;Papier Circulaire filtre 110 nm;Boite;.000000;.000000
PARDIC_550/_CP_OR;Paracétamol + Diclo 500/50 mg, Comp;Boite;38.280000;.000000
PARACE_100/_CP_OR;Paracétamol 100mg Comprimé;Boite;.000000;.000000
PARACE_100/_SU_RE;Paracétamol 100mg Suppositoire;Boite;.000000;.000000
PARACE_10//_SF_IV;Paracétamol 10mg/ml Injection (perfusion);Ampoule;1320.000000;9837.000000
PARACE_24//_SP_OR;Paracétamol 120mg/5ml sirop;Boite;759.000000;.000000
PARACE_24//_SP_1I;Paracétamol 120mg/5ml, Suspension Buvable, 100 ml;Boite;759.000000;3685.000000
PARACE_150/_SU_RE;Paracétamol 150mg Suppositoire;Boite;66.660000;.000000
PARACE_200/_CP_OR;Paracétamol 200mg Comprimé;Boite;.000000;.000000
PARACE_250/_CP_OR;Paracetamol 250 mg, sous blister, Comprimés;Boite;.000000;.000000
PARACE_300/_SU_RE;Paracétamol 300mg Suppositoire;Boite;95.700000;.000000
PARACE_500/_CP_OR;Paracetamol 500 mg, sous blister, Comprimés;Boite;9.900000;1325600.000000
PARACE_600/_AM_IV;Paracetamol 600 mg / 4ml  (IM/IV) B/5;Boite;.000000;.000000
PARACE_80//_SU_RE;Paracétamol 80mg Suppositoire;Boite;.000000;.000000
PARACE_500/MG_IM/;Paracetamol Parex 300mg IM/IV;Boite;165.000000;7200.000000
PARTFILTMASK_////;Particle filtering half mask (Medical);Boite;.000000;.000000
PCRPLA_HOLES//_//;PCR Plate Holes;Boite;.000000;.000000
PEMUEL_//////////;Pediatric Multifunction Electrode Pads;Boite;.000000;.000000
PENIG/_5MU/_SI_IM;Pénicilline  G (Benzyl Pénicilline) 5MUI injection;Boite;.000000;.000000
PENART_///////_//;Pénis Artificiel (Phallus);Boite;3500.000000;.000000
PENTAM_300/_SI_IV;Pentamidine 300 mg/Flacon injection;Boite;.000000;.000000
PENTAZ_30//_AM_IV;Pentazocine 30 mg/ml 1ml, ampoule;Boite;534.600000;.000000
PEREPI_21G////_//;Perfuseur plus Epicranniene 21 G;Boite;.000000;.000000
PERFUS_////_SF_IV;Perfuseur Set, Set;Boite;185.000000;3405.000000
PEREPI_23G////_//;PERFUSEUR+EPICRANIEN N° 23 G ;Boite;.000000;.000000
PEREPI_25G////_//;PERFUSEUR+EPICRANIEN N° 25 G ;Boite;.000000;.000000
PERIDY_10//_CP_OR;Peridys 10MG Comp, B/12;Boite;1297.200000;.000000
PERMAN_500/_PO_OR;Permanganate de Potassium  500mg sachet;Boite;.000000;.000000
PERMAN_500/_CP_OR;Permanganate Potassique 500 mg, comprimé ;Boite;.000000;.000000
PESBEB_RGZ-20/_//;PESE BEBE RGZ-20;Boite;77000.000000;.000000
PESBEB_///////_//;Pèse Bébé Salter (Suspension );Boite;.000000;.000000
PESPER_130KG//_//;PESE PERSONNE CAMRY 130KG;Boite;33000.000000;.000000
PESPER_160////_//;Pèse Personne Simple 160kg;Boite;.000000;.000000
PETHID_50//_SI_IV;Péthidine 50mg/ml injection;Boite;.000000;.000000
PETHCH_50//_AM_IV;Péthidine Chlorydrate 50mg/ml, 100mg/2ml, ampoule;Boite;600.500000;.000000
PHENOB_100/_CP_OR;Phénobarbital 100 mg, sous blister, Comprimés;Boite;72.600000;.000000
PHENOB_50//_CP_OR;Phénobarbital 50mg comprimé;Boite;.000000;.000000
PHENOB_100/_AM_IV;Phénobarbital Sodique 100 mg/ml, 200 mg / 2ml, ampoule;Boite;282.560000;.000000
PHECRI_1000G//_//;Phenol en cristaux, fl/1kg;Boite;.000000;.000000
PENIV/_250/_SB_OR;Phénoxyméthyl pénicilline 250mg/5ml Suspension orale;Boite;13.210000;.000000
PENIV/_250/_CP_OR;Phenoxymethylpenicilline ( Peni V) 250 000UI (250mg) Comprimé;Boite;33.000000;.000000
PENIV/_500/_CP_OR;Phenoxymethylpenicilline ( Peni V) 500 000UI (500mg) Comprimé;Boite;.000000;10000.000000
PHENYL_10%/_CO_OC;Phényléphrine10% Collyre injection;Boite;.000000;.000000
PHENYT_100/_CP_OR;Phenytoïne 100mg Comprimé;Boite;.000000;.000000
PHENSO_100/_CP_OR;Phénytoïne Sodique, 100mg, Comprimés;Boite;7.200000;.000000
PHLORO_10//_SI_IV;Phloroglucinol 10mg/ml, 40 mg/4ml, ampoule;Boite;462.000000;9600.000000
PHLORO_40//_SI_IV;Phloroglucinol 40mg/ml injection;Boite;.000000;.000000
PHLORO_80//_CP_OR;Phloroglucinol 80 mg , sous Blister , Comp;Boite;79.200000;34840.000000
PHYTOM_10//_SI_IV;Phytoménadione ((Vitamine K1) 10 mg/ml 1ml, ampoule;Boite;264.000000;24951.000000
PHYTOM_10//_CP_OR;Phytoménadione (Vitamine K1) 10 mg comprimé;Boite;.000000;.000000
PIMA//_FINGER/_//;Pima  Finger Stict Kit de 100;Boite;.000000;.000000
PIMA//_BEADSTA_//;Pima Bead Standard, Pièce;Boite;.000000;.000000
PIMABL_KIT////_//;Pima Blood Collection kit;Boite;.000000;.000000
PIMA//_CARTOUC_//;Pima Cartouche pour CD4;Boite;.000000;.000000
PIMA//_PRINTER_//;Pima Printer Paper Rouleau;Boite;.000000;.000000
PINDIS_SG18///_//;Pince à Disséquer SG 18cm;Boite;.000000;.000000
PINKOC_AG13///_//;Pince de Kocher AG 13cm;Boite;.000000;.000000
PINBOI_///////_//;Pince en bois;Boite;.000000;.000000
PIHECO_///////_//;Pince Hemostatique Courbe;Boite;.000000;.000000
PINKOC_SG16///_//;Pince Kocher Droit SG 16 cm;Boite;.000000;.000000
PIPOAI_16/////_//;Pince Porte Aiguille 16cm;Boite;.000000;.000000
PIPEMO_///////_//;Pinces petit model;Boite;.000000;.000000
PIPAJU_100-1J/_UL;Pipette ajustable 100-1000ul;Boite;.000000;.000000
PIPAJU_20-200/_UL;Pipette ajustable 20-200ul;Tube;.000000;.000000
PIPWES_///////_//;Pipette de Westergreen;Boite;.000000;.000000
PIPEEL_10-300/_UL;Pipette Electronique (10-300ul);Boite;.000000;.000000
PIPTIP_4.96///_//;Pipette filter tips 60, 4*96;Kit;.000000;.000000
PIPGRA_10ML///_//;Pipette Graduée 10ml;Boite;.000000;.000000
PIPGRA_1ML////_//;Pipette Graduée 1ml/2ml;Boite;.000000;.000000
PIPGRA_5ML////_//;Pipette Graduée 5ml;Boite;.000000;.000000
PIPMIC_500BL//_//;Pipette Micrométrique 500µl, 1000µl;Boite;.000000;.000000
PIPPAS_1CC////_//;Pipette pasteur Plastique Volume 1cc;Tube;.000000;.000000
PIPPAS_3CC////_//;Pipette pasteur Plastique Volume 3cc;Boite;.000000;.000000
PIPPAS_4CC////_//;Pipette pasteur Plastique Volume 4cc;Unité;.000000;.000000
PIPPOT_///////_//;Pipette potain pour Globule rouge;Boite;.000000;.000000
PIPTIP_50.1000_//;Pipette Tip 50-1000 UL;Boite;.000000;.000000
PIPTIP_100-1J/_UL;Pipette Tip With Filter 100-1000ul;Tube;.000000;.000000
PIPTIP_1-200//_UL;Pipette Tip With Filter 1-200ul;Tube;.000000;.000000
PIPTIP_1-30///_UL;Pipette Tip With Filter 1-30ul;Tube;.000000;.000000
PIPTIP_2.20///_//;Pipette Tips 2-20 microlitres;Boite;.000000;.000000
PIPTIP_2.200UI_//;Pipette Tips 2-200 UI;Tube;.000000;.000000
PIPEFILT_60SET96/;Pipette-60 set + Filtered 4*96 tips;Boite;.000000;.000000
PIPETT_///////_//;Pipettes B/1000;Boite;.000000;.000000
PLACHA_///////_//;Plaque chauffante;Boite;.000000;.000000
PLAMIC_///////_//;Plaque de Microtitration;Boite;.000000;.000000
PLASMA_30//_SF_IV;Plasma Substitut (Gélatine Modifiée) au moins 30g/litre 500 ml, Perf.;Boite;2847.900000;.000000
PLALOO_///////_//;PLASTIC LOOP;Boite;.000000;.000000
PLAHAR_450MM//_//;PLATEAU HARICOT (REINIFORME) 450 MM;Boite;18000.000000;.000000
PLAREC_23X21X3_//;Plateau Rectangulaire 23x21x3;Boite;.000000;.000000
POCCD4//_PRIN1000;PoC CD4 (abs) printer paper l 1000 tests;Boite;.000000;.000000
POCSAN_TRIL450_//;Poche à Sang triple 450 ml;Boite;.000000;.000000
POCSAN_250////_//;Poche à Sang, Souple, CPDA, poche 250 ml;Boite;1019.000000;.000000
POCSAN_450////_//;Poche à Sang, Souple, CPDA, poche 450 ml;Boite;1452.000000;115.000000
POCURI_VVNS2L/_//;Poche à Urine, avec Valve de Vidange, Non Stérile, 2 litres;Boite;500.000000;824.000000
POIELE_32X14//_//;Poissonnière Electrique 32x14x5.6;Boite;.000000;.000000
POLIDO_2///_AI_IV;Polidocanol 2ml injection;Boite;.000000;.000000
POLYGY_12//_CV_VA;Polygynax Caps Vag/12;Boite;3650.100000;.000000
POLYGY_6///_CV_VA;Polygynax Caps Vag/6;Boite;2024.000000;.000000
POLYIO_250/_SF_IV;Polyionique 250ml solution;Boite;.000000;.000000
POLYVI_10%1_SC_1J;Polyvidone iodée 10% 100 ml, flacon doseur;Boite;1056.010000;.000000
POLYVI_10%1_SC_CU;Polyvidone iodée 10% 125 ml, flacon doseur;Boite;1320.000000;18033.000000
POLYVI_10%2_SC_CU;Polyvidone iodée 10% 200 ml, flacon doseur;Boite;1200.000000;.000000
POLYVI_10%5_SC_CU;Polyvidone iodée 10% 500 ml, flacon doseur;Boite;1320.000000;.000000
POLYVI_10%/_SC_TR;Polyvidone iodée 125 ml vaginal;Boite;1056.010000;.000000
LAMMIC_100////_//;Porte Lame de microscope;Boite;.000000;.000000
PORTOI_24TUBE/_//;Portoir 24 tubes;Boite;.000000;.000000
PORTOI_56TUBE/_//;Portoir 56 tubes;Boite;.000000;.000000
POSITCONTRP1_8///;Positive Control Kit panel 1, kit de 8 tests;Boite;.000000;.000000
POSEMI_TYPEII/_//;Poste de sécurité microbiologique de type II;Boite;.000000;.000000
POTCRA_///////_//;Pot à Crachat;Boite;110.000000;.000000
POTSEL_///////_//;Pot à Selle;Boite;109.470000;.000000
POTURI_40/////_//;Pot à Urine 40 ml;Boite;110.000000;.000000
POTASS_KIT////_//;Potassium;Boite;.000000;.000000
POTACH_10%/_AM_IV;Potassium Chlorure 10% 1 g (13 méq) / 10 ml, ampoule;Boite;191.400000;1200.000000
POTPER_///////_//;Potence à Perfusion;Boite;.000000;.000000
POTTUB_////_//_//;Potoire pour Tube à Essai;Ampoule;.000000;.000000
POWESAFR_SOCK;Power safety socket;Boite;.000000;.000000
PRAZIQ_600/_CP_OR;Praziquantel 600 mg comprimé;Boite;.000000;.000000
PREDNI_10//_CP_OR;Prednisolone 10mg Comprimé;Boite;.000000;.000000
PREDNI_15//_CP_OR;Prednisolone 15mg Comprimé;Boite;.000000;.000000
PREDNI_20//_CP_OR;Prednisolone 20mg comprimé;Boite;.000000;.000000
PREDNI_25//_CP_OR;Prednisolone 25 mg comprimé;Boite;.000000;.000000
PREDNI_30//_CP_OR;Prednisolone 30mg Comprimé;Boite;.000000;.000000
PREDNI_40//_CP_OR;Prednisolone 40mg Comprimé;Boite;.000000;.000000
PREDNI_5///_CP_OR;Prednisolone 5 mg, Comprimés;Boite;19.800000;.000000
PREDNI_5///_SI_IV;Prednisolone 5mg/ml injection;Boite;1130.000000;.000000
PREDPH_1.78_GO_NA;Prednisolone phosphate 17,8mg/10ml Gouttes nasales;Boite;.000000;.000000
PREDPH_20//_CP_OR;Prednisolone phosphate 20mg comprimé;Boite;.000000;.000000
PREDPH_5///_CP_OR;Prednisolone phosphate 5mg comprimé;Boite;.000000;.000000
PVRMED_A4/////_//;Procès Verbal de reception des médicaments A4;Boite;.000000;.000000
PROFEN_100/_CP_OR;Profenid 100MG CP, B/2x15;Boite;2814.050000;.000000
PROMET_2%//_CR_CU;Prométhazine 2% crème;Boite;.000000;.000000
PROMET_25//_CP_OR;Prométhazine 25 mg comprimé;Boite;.000000;.000000
PROMET_25//_SI_IV;Prométhazine 50mg/2ml injection;Boite;.000000;.000000
PROMET_1///_SP_OR;Prométhazine 5mg/5ml sirop;Boite;.000000;.000000
PROMCH_25//_AM_IV;Prométhazine Chlorhydrate 25 mg/ml 50 mg / 2 ml, ampoule;Boite;85.070000;.000000
PROPIP_10/////_//;Propipette 10 ml;Boite;.000000;.000000
PROPOF_10//_SI_IV;Propofol 10mg/1ml   injection;Boite;.000000;.000000
PROPRA_40//_CP_OR;Propranolol 40 mg,  Comprimés;Boite;3.090000;.000000
PROPRA_1///_AM_IV;Propranolol Chlorhydrate 1 mg/ml 1ml, ampoule;Boite;2254.600000;.000000
THIOPR_60//_CP_OR;Propylthiouracile 60mg comprimé;Boite;.000000;.000000
PROTAM_10//_SI_5/;Protamine sulfate 10mg/ml/5ml injection;Boite;.000000;.000000
PROTSU_10//_SI_IV;Protamine Sulfate, 50mg/5ml, ampoule;Boite;1558.000000;.000000
MASKPR_3M1862F_//;Protective mask 3M type 1862+/FFP2;Boite;.000000;.000000
PROTEINKBUF/_B1ML;Proteinase K, buffer solution 1ml;Ampoule;.000000;.000000
PROTEINKREC/_R100;Proteinase K, recombinant 100 mg PE;Boite;.000000;.000000
PROTEK_100/_PO_//;Proteine K, 1*100mg;Boite;.000000;.000000
PROTHI_125/_CP_OR;Prothionamide 125mg Comprimé;Boite;.000000;.000000
PROTHI_250/_CP_OR;Prothionamide 250mg Comprimé;Boite;.000000;.000000
PROTOB_750/_SB_OR;Protoberbérine (extrait d'EnantiaClorenta) 750mg Solution buvable;Boite;.000000;.000000
PVCAPRONWM35_2825;PVC Apron, white means 35x28x25 ncm;Boite;.000000;.000000
PYRANT_50//_SP_OR;Pyrantel 50mg/ml sirop;Boite;.000000;.000000
PYRAZI_150/_CP_OR;Pyrazinamide 150mg Comprimé;Boite;.000000;.000000
PYRAZI_400/_CP_OR;Pyrazinamide 400mg Comprimé;Boite;.000000;.000000
PYRAZI_500/_CP_OR;Pyrazinamide 500 mg cp;Boite;.000000;.000000
PYRIDO_50//_CP_OR;Pyridoxine (Vitamine B6) 50mg comprimé;Boite;.000000;.000000
PYRIME_25//_CP_OR;Pyriméthamine 25 mg comprimé;Boite;66.000000;.000000
PYRIME_50//_CP_OR;Pyrimethamine 50mg comp;Boite;.000000;.000000
QUINID_200/_CP_OR;Quinidine 200mg comprimé;Boite;.000000;.000000
QUININ_20//_SP_OR;Quinine 100mg/5ml Sirop;Boite;1089.000000;.000000
QUININ_100/_SI_IV;Quinine 100mg/ml injection;Boite;.000000;.000000
QUININ_200/_CP_OR;Quinine 200mg Comprimé;Boite;.000000;.000000
QUININ_245/_SI_IV;Quinine 245mg/ml injection;Boite;.000000;.000000
QUININ_300/_CP_OR;Quinine 300mg Comprimé;Boite;73.000000;30000.000000
QUININ_300/_SI_IV;Quinine 300mg/ml injection;Boite;.000000;.000000
QUINDI_300/_AM_IV;Quinine Dichlorhydrate 300 mg/ml 600 mg / 2 ml, ampoule;Boite;297.000000;2000.000000
QUINRE_100/_AM_2/;Quinine Résorcine 100 mg/ml 200 mg/2ml, ampoule;Boite;96.620000;.000000
QUINRE_100/_AM_4/;Quinine Résorcine 100 mg/ml, 400 mg/4 ml, ampoule;Boite;211.200000;.000000
QUINSU_300/_CP_OR;Quinine Sulfate  300 mg, sous blister, Comprimés;Boite;66.000000;.000000
RACJON_CH12NS/_//;Raccord de Jonction Redon, Non Stérile pour drain CH 12;Boite;167.120000;.000000
RACJON_CH16NS/_//;Raccord de Jonction Redon, Non Stérile pour drain CH 16;Boite;216.760000;.000000
RANFER_////_GE_OR;Ranferon Gélule, B/100;Boite;4549.400000;.000000
RANITI_150/_CP_OR;Ranitidine 150mg, sous blister, comprimés;Boite;33.000000;.000000
RANITI_25//_SI_IV;Ranitidine 25mg/2ml injection;Unité;231.000000;.000000
RANITI_15//_SP_OR;Ranitidine 75mg/5ml sirop;Boite;.000000;.000000
RAPICL_1G//_CP_OR;Rapiclav 1G CP, B/14;Boite;4194.050000;.000000
RAPISARSCOV2_TE//;Rapid SARS COV-2 Antigen Test Card;Boite;.000000;.000000
TESTHIV1+2//_50TE;Rapid Test for Antibody to HIV (SHANGAI);Boite;.000000;.000000
RAMETR_RMT////_//;Rapport Mensuel de Trésorerie;Boite;4300.000000;.000000
RATRET_///////_//;Rapport trimestriel sur les résultats du traitement;Boite;.000000;.000000
RAVPOWER_20000MAH;Rav Power 20000 mAh;Boite;.000000;.000000
